frame,cell_id,area,centroid_y,centroid_x,major_axis,minor_axis,eccentricity,mean_intensity,perimeter,circularity
0,1,157.0,3.248407643312102,23.78343949044586,28.611844653957828,11.646894273578841,0.9133989791493213,4853.643312101911,73.35533905932738,0.3666452465077178
0,2,27.0,1.8518518518518519,55.18518518518518,8.083902851875258,4.941388319320893,0.7914277643683688,4983.740740740741,16.48528137423857,1.248478017202216
0,3,94.0,7.24468085106383,75.61702127659575,23.40677438345841,7.987300772026034,0.9399766205996034,4988.946808510638,43.94112549695428,0.611780125655894
0,4,59.0,4.9491525423728815,89.01694915254237,12.844011992626362,6.281716994656154,0.8722403455289196,4983.661016949152,33.21320343559643,0.6721099804017341
0,5,20.0,1.3,113.4,6.38054744266598,4.205783438538963,0.7520052244757259,4970.7,16.48528137423857,0.9247985312609008
0,6,14.0,0.6428571428571429,134.07142857142858,6.675031633901143,2.859833310521796,0.9035714580793198,4981.642857142857,12.242640687119284,1.1737826689577704
0,7,28.0,1.5714285714285714,152.46428571428572,10.095668180811364,4.626447297354404,0.8888178619235388,4990.142857142857,19.48528137423857,0.9267327956116967
0,8,21.0,1.1904761904761905,169.52380952380952,6.940360779793432,4.024202285880809,0.8147402653921635,4991.333333333333,15.656854249492381,1.0765151381010825
0,9,19.0,0.7894736842105263,185.10526315789474,8.117731588055012,3.0009133535819688,0.9291615686020742,4981.105263157895,14.82842712474619,1.0858586384011446
0,10,64.0,7.046875,200.40625,17.854893615205828,6.728818078955788,0.9262697096012615,4994.828125,33.45584412271571,0.7185315692747782
0,11,25.0,1.36,214.32,7.905417303539487,4.043807272472126,0.8592692467997501,4997.24,17.899494936611664,0.9805467826824816
0,12,28.0,2.5357142857142856,241.35714285714286,7.705943792831963,4.8682710395761415,0.7751678572985357,4971.571428571428,19.071067811865476,0.9674262662234704
0,13,17.0,5.352941176470588,234.1764705882353,5.495295880112091,4.146411297764694,0.6562559943420817,4967.294117647059,13.899494936611665,1.1057596701548214
0,14,29.0,7.896551724137931,100.55172413793103,7.1588252371747725,5.303149743743298,0.6717422942850556,4990.6551724137935,18.727922061357855,1.0390314070548223
0,15,114.0,14.56140350877193,184.6578947368421,17.952256662778563,10.392021198881135,0.8154199085646548,4990.078947368421,51.01219330881976,0.5505119134517878
0,16,113.0,14.548672566371682,166.57522123893804,19.354858852378353,11.325628119709744,0.8109201366755489,4998.026548672567,64.94722215136416,0.3366411069464274
0,17,175.0,14.24,56.754285714285714,25.868117350845814,13.867692546332444,0.8441595191549021,4980.074285714286,83.46803743153546,0.3156512463186398
0,18,128.0,15.859375,220.609375,28.72835858566248,10.194292544046048,0.934922791046882,4994.2734375,69.49747468305833,0.33302879477604025
0,19,194.0,21.164948453608247,134.5,37.28335462380277,15.935134491187108,0.9040597303038713,4988.9639175257735,111.19595949289331,0.19716670589157662
0,20,32.0,14.5625,107.09375,8.016792655665359,5.387755610276877,0.7404978348419641,4987.46875,20.970562748477143,0.914407274443069
0,21,18.0,16.444444444444443,1.9444444444444444,6.814099869312449,3.904747791690915,0.8195278096168622,4948.055555555556,15.071067811865477,0.9958509024124146
0,22,45.0,18.466666666666665,36.55555555555556,9.20921416255146,6.634161808647975,0.6935764253570967,4953.2,23.213203435596427,1.0494269737942024
0,23,42.0,19.761904761904763,86.21428571428571,10.37031400703802,5.6699380395869685,0.837297869011735,4995.619047619048,23.213203435596427,0.9794651755412555
